"carat","cut","color","clarity","depth","table","x","y","z"
"0.9","Premium","J","VS2","59.8","62","6.24","6.21","3.72"
"0.71","Premium","H","VVS2","61.5","62","5.74","5.68","3.51"
"0.71","Premium","E","SI1","59.1","61","5.84","5.8","3.44"
"0.72","Ideal","F","VS2","59.5","57","5.91","5.86","3.5"
"0.72","Premium","E","SI1","60.9","60","5.78","5.74","3.51"
"0.71","Ideal","E","VS2","61","55","5.79","5.75","3.52"
"0.81","Ideal","E","SI2","60.3","57","6.07","6.04","3.65"
"0.83","Very Good","I","VS2","61.6","58","6.05","6.07","3.73"
"0.73","Premium","D","SI1","60.8","55","5.87","5.81","3.55"
"0.56","Very Good","D","VVS1","62","56","5.25","5.3","3.27"
"0.56","Very Good","D","VVS1","61.8","55","5.27","5.31","3.27"
"0.71","Ideal","E","VS1","62.2","55","5.74","5.7","3.56"
"0.7","Ideal","H","VVS1","62.3","58","5.66","5.7","3.54"
"0.96","Premium","I","SI1","61.3","58","6.39","6.3","3.89"
"0.71","Very Good","H","VVS1","62.9","57","5.67","5.69","3.57"
"0.7","Ideal","D","VS2","62.4","57","5.68","5.61","3.52"
"0.71","Ideal","H","VVS1","60.4","57","5.78","5.81","3.5"
"0.8","Premium","H","VS2","61.2","53","6.05","5.98","3.68"
"0.95","Premium","F","SI2","58.4","57","6.49","6.41","3.77"
"0.82","Ideal","F","SI2","62.3","56","5.99","5.95","3.72"
"0.52","Ideal","F","VVS1","61.2","56","5.21","5.19","3.18"
"0.82","Ideal","F","SI2","61.7","53","6.12","6","3.74"
"0.82","Ideal","F","SI2","62.3","56","6.02","5.96","3.73"
"0.82","Premium","F","SI2","59.7","57","6.14","6.12","3.66"
"0.8","Ideal","G","SI1","61.3","57","5.96","5.91","3.64"
"0.96","Fair","F","SI2","68.2","61","6.07","5.88","4.1"
"0.72","Ideal","I","VS1","62.4","55","5.72","5.75","3.58"
"0.62","Ideal","G","IF","60.5","57","5.52","5.56","3.35"
"0.79","Premium","E","SI2","61","58","5.96","5.9","3.62"
"0.75","Very Good","E","SI1","63.1","56","5.78","5.7","3.62"
"1.08","Premium","D","I1","61.9","60","6.55","6.48","4.03"
"0.72","Ideal","E","SI1","60.8","55","5.77","5.84","3.53"
"0.62","Ideal","G","IF","61.8","56","5.43","5.47","3.37"
"0.73","Ideal","G","VVS2","61.3","57","5.84","5.81","3.57"
"0.72","Ideal","H","VVS2","60.9","57","5.79","5.77","3.52"
"0.52","Premium","F","VVS2","61.8","60","5.16","5.13","3.18"
"0.83","Ideal","E","SI2","62.2","57","6","6.05","3.75"
"0.64","Premium","E","VVS2","62.1","58","5.56","5.51","3.44"
"0.8","Ideal","G","SI1","62.5","57","5.94","5.9","3.7"
"0.74","Ideal","H","SI1","62.1","56","5.77","5.83","3.6"
"0.72","Ideal","F","SI1","61.5","56","5.72","5.79","3.54"
"0.82","Ideal","H","VS2","59.5","57","6.12","6.09","3.63"
"0.73","Premium","E","VS1","61.3","59","5.81","5.78","3.55"
"1.04","Premium","I","I1","61.6","61","6.47","6.45","3.98"
"0.73","Very Good","E","SI1","61.3","58","5.76","5.83","3.55"
"0.73","Good","E","SI1","63.6","57","5.7","5.72","3.63"
"0.9","Premium","J","SI1","62.8","59","6.13","6.03","3.82"
"0.75","Ideal","I","SI1","61.8","55","5.83","5.85","3.61"
"0.79","Ideal","G","SI1","62.6","55","5.91","5.95","3.71"
"0.7","Good","D","SI1","62.5","56.7","5.59","5.62","3.51"
"0.75","Very Good","D","SI1","60.7","55","5.87","5.92","3.58"
"1.02","Ideal","I","I1","61.7","56","6.44","6.49","3.99"
"0.7","Very Good","G","SI2","59","62","5.79","5.81","3.42"
"0.7","Ideal","D","SI1","61.8","56","5.63","5.73","3.51"
"0.7","Good","E","SI1","61.4","64","5.66","5.71","3.49"
"0.7","Ideal","D","SI1","61.4","54","5.71","5.75","3.52"
"0.7","Ideal","D","SI1","60.7","56","5.72","5.75","3.48"
"0.7","Very Good","D","SI1","60.2","60","5.75","5.82","3.48"
"0.72","Very Good","E","VS2","58.3","57","5.89","5.94","3.45"
"0.74","Ideal","E","SI1","62.3","58","5.74","5.78","3.59"
"0.84","Good","G","SI1","65.1","55","5.88","5.97","3.86"
"0.76","Very Good","F","VS2","62","58","5.8","5.86","3.62"
"0.77","Very Good","E","SI1","63.2","58","5.8","5.84","3.68"
"0.76","Ideal","E","SI2","62.8","56","5.78","5.82","3.64"
"1","Ideal","I","SI2","61.7","56","6.45","6.41","3.97"
"1","Fair","H","SI1","65.5","62","6.14","6.07","4"
"0.9","Fair","I","SI1","65.7","58","6.03","6","3.95"
"0.9","Premium","J","SI1","61.8","58","6.16","6.13","3.8"
"0.9","Good","J","SI1","64","61","6","5.96","3.83"
"0.9","Fair","I","SI1","65.3","61","5.98","5.94","3.89"
"0.9","Fair","I","SI1","65.8","56","6.01","5.96","3.94"
"0.9","Premium","J","SI1","60.9","61","6.26","6.22","3.8"
"0.78","Premium","F","VS2","62.6","58","5.91","5.82","3.67"
"0.71","Premium","D","VS2","61.2","59","5.69","5.74","3.5"
"0.7","Premium","F","VS1","59","59","5.79","5.77","3.41"
"0.7","Premium","F","VS1","60.8","62","5.71","5.67","3.46"
"0.7","Premium","G","VVS2","61.8","58","5.67","5.63","3.49"
"0.7","Ideal","F","VS1","61","55","5.77","5.73","3.51"
"0.7","Ideal","F","VS1","61.6","55","5.75","5.71","3.53"
"0.7","Ideal","F","VS1","62.4","56","5.69","5.65","3.54"
"0.7","Premium","G","VVS2","62.9","59","5.68","5.61","3.55"
"1","Fair","H","SI2","67.7","60","6.11","5.98","4.09"
"0.77","Ideal","H","SI1","62.4","56","5.84","5.9","3.66"
"1","Fair","J","VS1","65.5","55","6.3","6.25","4.11"
"1","Fair","I","SI1","66.3","61","6.08","6.03","4.01"
"1","Fair","H","SI2","69.5","55","6.17","6.1","4.26"
"0.73","Premium","E","VS1","62.6","60","5.68","5.75","3.58"
"0.79","Premium","E","VS2","60.6","53","6.04","5.98","3.64"
"0.72","Very Good","H","VS1","62.2","54","5.74","5.76","3.57"
"0.71","Ideal","E","VS1","62.4","56","5.75","5.7","3.57"
"0.74","Ideal","G","VS2","62.3","55","5.8","5.83","3.62"
"0.7","Good","H","VVS1","62.7","56","5.6","5.66","3.53"
"0.7","Good","F","VS1","59.1","62","5.82","5.86","3.44"
"0.79","Very Good","F","SI1","62.8","59","5.86","5.89","3.69"
"0.79","Very Good","F","SI1","62.7","60","5.82","5.89","3.67"
"0.79","Very Good","D","SI2","59.7","58","6","6.07","3.6"
"0.71","Ideal","I","VS2","61.5","55","5.76","5.78","3.55"
"0.79","Ideal","F","SI1","62.8","56","5.88","5.9","3.7"
"0.73","Very Good","F","SI1","61.4","56","5.81","5.86","3.58"
"0.63","Premium","E","IF","60.3","62","5.55","5.53","3.34"
"0.7","Premium","F","VS1","60.4","60","5.73","5.7","3.45"
"0.71","Premium","F","VS1","62.7","58","5.71","5.67","3.57"
"0.84","Ideal","G","SI2","61","56","6.13","6.1","3.73"
"0.84","Ideal","G","SI2","62.3","55","6.08","6.03","3.77"
"1.02","Ideal","J","SI2","60.3","54","6.53","6.5","3.93"
"0.72","Fair","F","VS1","56.9","69","5.93","5.77","3.33"
"0.72","Ideal","F","VS1","62","56","5.76","5.73","3.56"
"0.92","Very Good","J","SI2","58.7","61","6.34","6.43","3.75"
"0.74","Very Good","D","SI1","63.9","57","5.72","5.74","3.66"
"0.7","Ideal","H","VVS1","62","55","5.74","5.71","3.55"
"0.71","Very Good","E","VS2","60","59","5.84","5.83","3.5"
"1.05","Premium","H","I1","62","59","6.5","6.47","4.02"
"0.7","Very Good","H","IF","62.8","56","5.62","5.65","3.54"
"0.54","Ideal","F","VVS1","61.8","56","5.23","5.26","3.24"
"0.73","Premium","F","VS2","59.9","58","5.87","5.84","3.51"
"0.88","Fair","F","SI1","56.6","65","6.39","6.32","3.6"
"0.73","Premium","F","VS2","58.7","57","5.97","5.92","3.49"
"0.72","Ideal","D","SI1","61.8","56","5.75","5.81","3.57"
"0.9","Good","H","SI2","62.7","64","6.09","6","3.79"
"0.9","Fair","H","SI2","65","61","6.01","5.96","3.89"
"1.03","Fair","I","SI2","65.3","55","6.32","6.27","4.11"
"0.84","Very Good","F","SI1","63.8","57","5.95","6","3.81"
"1.01","Premium","I","SI1","62.7","60","6.36","6.27","3.96"
"0.77","Ideal","D","SI2","61.5","55","5.9","5.93","3.64"
"0.8","Fair","E","SI1","56.3","63","6.22","6.14","3.48"
"0.9","Fair","D","SI2","66.9","57","6.02","5.9","3.99"
"0.73","Ideal","E","SI1","61.4","56","5.79","5.81","3.56"
"0.72","Ideal","E","SI1","62.7","55","5.64","5.69","3.55"
"0.71","Very Good","D","SI1","62.4","54","5.71","5.79","3.59"
"0.7","Premium","E","VS1","62.6","59","5.66","5.69","3.55"
"0.79","Ideal","I","VS1","61.7","59","5.93","5.96","3.67"
"0.72","Very Good","G","VVS2","62.5","58","5.68","5.72","3.56"
"0.7","Very Good","E","VS2","63.5","54","5.62","5.66","3.58"
"0.7","Very Good","F","VS1","62.2","58","5.64","5.75","3.54"
"0.9","Good","H","SI2","63.5","58","6.09","6.14","3.88"
"0.71","Very Good","F","VS1","62.8","56","5.69","5.72","3.58"
"0.5","Ideal","E","VVS2","62.2","54","5.08","5.12","3.17"
"0.5","Ideal","E","VVS2","62.2","54","5.09","5.11","3.17"
"0.74","Ideal","F","SI1","61.2","56","5.83","5.87","3.58"
"0.77","Premium","F","VS2","61.8","56","5.94","5.9","3.66"
"0.77","Premium","E","SI1","59.8","61","5.99","5.95","3.57"
"0.8","Ideal","F","SI1","61.5","54","6.07","6","3.71"
"0.8","Ideal","F","SI1","62.4","57","5.9","5.87","3.67"
"0.8","Premium","F","SI1","61.5","60","5.97","5.94","3.66"
"0.8","Good","F","SI1","63.8","59","5.87","5.83","3.73"
"0.66","Ideal","G","VVS1","61.5","56","5.61","5.58","3.44"
"0.71","Very Good","E","VS2","61.2","58","5.71","5.79","3.52"
"0.71","Ideal","F","VS2","61.2","56","5.73","5.77","3.52"
"0.71","Ideal","E","VS2","61.6","56","5.74","5.76","3.54"
"0.71","Ideal","E","VS2","62.7","56","5.71","5.75","3.59"
"0.72","Ideal","D","SI1","61.1","56","5.78","5.81","3.54"
"0.71","Good","D","VS2","62.3","61","5.7","5.73","3.56"
"0.86","Ideal","H","SI2","61.8","55","6.12","6.14","3.79"
"1.19","Fair","H","I1","65.1","59","6.62","6.55","4.29"
"0.71","Very Good","F","VS1","62.6","55","5.66","5.71","3.56"
"0.82","Very Good","G","SI2","62.5","56","5.99","6.04","3.76"
"0.71","Ideal","G","VVS2","61.5","57","5.73","5.75","3.53"
"0.75","Ideal","F","VS2","62.5","57","5.78","5.83","3.63"
"0.7","Very Good","H","VVS1","59.2","60","5.87","5.78","3.45"
"0.8","Ideal","G","SI2","62.5","55","5.89","5.92","3.69"
"0.82","Good","G","SI2","59.9","62","6.02","6.04","3.61"
"0.82","Very Good","G","SI1","63.4","55","6","5.93","3.78"
"0.82","Premium","G","SI1","59.9","59","6.09","6.06","3.64"
"0.81","Very Good","E","SI2","62.4","57","5.91","5.99","3.71"
"0.81","Ideal","G","SI2","62.2","57","5.96","6","3.72"
"0.76","Ideal","F","SI1","61.4","56","5.88","5.92","3.62"
"0.71","Very Good","G","VS2","60.9","56","5.75","5.78","3.51"
"0.7","Very Good","F","VS1","61.8","59","5.66","5.76","3.53"
"0.7","Ideal","G","VVS2","62.1","53","5.71","5.75","3.56"
"0.74","Very Good","G","VS1","59.8","58","5.85","5.89","3.51"
"0.77","Very Good","G","VS2","61.3","60","5.81","5.91","3.59"
"0.77","Very Good","G","VS2","58.3","63","6","6.05","3.51"
"0.53","Ideal","F","VVS1","61.6","56","5.18","5.24","3.21"
"0.79","Ideal","D","SI1","61.5","56","5.91","5.96","3.65"
"0.73","Ideal","E","SI2","61.5","55","5.82","5.86","3.59"
"0.77","Ideal","D","SI2","62.1","56","5.83","5.89","3.64"
"0.77","Premium","E","SI1","60.9","58","5.94","5.88","3.6"
"1.01","Very Good","I","I1","63.1","57","6.39","6.35","4.02"
"1.01","Ideal","I","I1","61.5","57","6.46","6.45","3.97"
"0.6","Very Good","D","VVS2","60.6","57","5.48","5.51","3.33"
"0.76","Premium","E","SI1","61.1","58","5.91","5.85","3.59"
"0.54","Ideal","D","VVS2","61.4","52","5.3","5.34","3.26"
"0.72","Ideal","E","SI1","62.5","55","5.69","5.74","3.57"
"0.72","Good","F","VS1","59.4","61","5.82","5.89","3.48"
"0.74","Premium","D","VS2","61.8","58","5.81","5.77","3.58"
"1.12","Premium","J","SI2","60.6","59","6.68","6.61","4.03"
